age,gender,country,self_employed,family_history,treatment,work_interfere,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_concequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
30,male,United States of America,0,Yes,1,Never,Sometimes,1,No,I am not sure,No,No,I don't know,Somewhat difficult,Yes,No,Maybe,Yes,No,Yes,No,No
36,female,United States of America,0,Yes,1,Sometimes,Always,1,Yes,No,No,I don't know,I don't know,I don't know,Maybe,No,Maybe,Yes,Maybe,Maybe,Yes,No
25,male,United States of America,0,No,0,Not applicable to me,Sometimes,1,Yes,Yes,No,I don't know,Yes,Somewhat easy,Maybe,Maybe,No,No,No,No,No,No
23,male,Netherlands,0,Yes,1,Rarely,Never,1,No,No,No,No,Yes,Very easy,No,No,Maybe,Yes,No,No,I don't know,No
39,male,United States of America,0,No,1,Never,Sometimes,1,Yes,No,No,I don't know,I don't know,Very easy,Maybe,No,Maybe,Maybe,No,Yes,I don't know,No
28,male,United States of America,0,Yes,1,Rarely,Always,1,Yes,I am not sure,I don't know,Yes,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,Maybe,Maybe,Yes,No
32,male,United States of America,0,Yes,1,Rarely,Sometimes,1,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Maybe,No,Yes,Maybe,No,Yes,Yes,No
24,male,Russia,0,No,0,Not applicable to me,Sometimes,1,I don't know,No,No,I don't know,Yes,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No
29,female,United States of America,0,Yes,1,Sometimes,Sometimes,1,Yes,Yes,No,Yes,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,No,No,Yes
30,male,Sweden,0,Yes,1,Sometimes,Always,1,I don't know,No,Yes,I don't know,I don't know,Somewhat easy,Maybe,No,Yes,Maybe,No,Yes,I don't know,No
28,male,Germany,0,No,0,Not applicable to me,Sometimes,1,No,No,No,No,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,No,No,Yes,No
30,male,Russia,0,No,0,Not applicable to me,Sometimes,1,I don't know,No,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,Maybe,Maybe,Yes,Yes,No
25,male,United States of America,0,No,0,Not applicable to me,Sometimes,1,I don't know,No,I don't know,I don't know,I don't know,I don't know,Maybe,Maybe,Maybe,Maybe,No,Maybe,No,No
24,male,Russia,0,No,0,Not applicable to me,Never,1,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,No,No,Maybe,Maybe,Maybe,Maybe,I don't know,No
29,female,United States of America,0,Yes,1,Never,Always,1,Yes,I am not sure,No,I don't know,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,No,No,Yes,No
26,male,Germany,0,No,0,Not applicable to me,Sometimes,1,Yes,I am not sure,No,No,Yes,Very easy,No,No,No,No,Maybe,Yes,Yes,No
38,female,United States of America,0,Yes,0,Not applicable to me,Always,1,Yes,Yes,I don't know,I don't know,Yes,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,No
27,male,Germany,0,I don't know,0,Not applicable to me,Always,1,I don't know,I am not sure,No,I don't know,I don't know,Very easy,No,No,No,Maybe,No,No,I don't know,No
30,male,United States of America,0,Yes,1,Often,Never,1,Yes,Yes,No,Yes,I don't know,I don't know,Maybe,No,Maybe,Maybe,Maybe,Yes,I don't know,No
45,female,Canada,0,I don't know,1,Never,Always,1,Yes,I am not sure,No,Yes,I don't know,I don't know,Maybe,No,No,No,No,Yes,I don't know,Yes
37,female,United States of America,0,Yes,1,Sometimes,Sometimes,1,Yes,Yes,No,I don't know,I don't know,Neither easy nor difficult,Maybe,No,Maybe,No,No,Yes,I don't know,No
24,male,United States of America,0,I don't know,1,Sometimes,Never,1,Yes,Yes,No,No,I don't know,Very difficult,Maybe,Maybe,Maybe,Maybe,No,Yes,No,No
31,male,United States of America,0,I don't know,0,Not applicable to me,Sometimes,1,I don't know,I am not sure,No,Yes,I don't know,Neither easy nor difficult,No,No,No,Yes,Yes,Yes,Yes,No
33,male,Germany,0,Yes,0,Not applicable to me,Sometimes,1,I don't know,No,No,No,I don't know,Somewhat easy,No,No,No,Maybe,Maybe,Maybe,I don't know,No
31,male,United Kingdom,0,Yes,1,Sometimes,Always,1,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
31,female,Russia,0,No,0,Not applicable to me,Sometimes,1,I don't know,No,No,I don't know,I don't know,Very easy,No,No,Maybe,Maybe,No,No,Yes,No
28,male,United Kingdom,0,Yes,1,Sometimes,Always,1,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Yes,Maybe,Maybe,Yes,Yes,No
36,male,United States of America,0,No,0,Not applicable to me,Always,1,I don't know,No,No,I don't know,I don't know,I don't know,Maybe,No,Maybe,Maybe,No,No,No,No
31,female,United States of America,0,Yes,1,Rarely,Always,1,Yes,No,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,No,No,I don't know,No
35,female,United States of America,0,No,0,Not applicable to me,Sometimes,1,Yes,Yes,I don't know,I don't know,Yes,Somewhat easy,Maybe,Maybe,Maybe,Yes,No,No,Yes,No
22,female,Russia,0,No,0,Never,Sometimes,1,I don't know,No,Yes,No,I don't know,Very easy,Maybe,No,No,No,No,No,Yes,No
35,male,United States of America,0,Yes,1,Sometimes,Always,1,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,Maybe,No,Maybe,No,No,Maybe,No,No
37,male,United States of America,0,I don't know,1,Not applicable to me,Always,1,I don't know,No,I don't know,Yes,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,No,Yes,No
30,male,United States of America,0,Yes,1,Never,Sometimes,1,I don't know,I am not sure,Yes,Yes,I don't know,Somewhat easy,No,Maybe,Maybe,Maybe,No,Maybe,Yes,No
31,male,Czech Republic,0,No,1,Sometimes,Sometimes,1,No,No,No,No,I don't know,Somewhat easy,No,No,Maybe,Yes,No,Yes,I don't know,No
24,female,United States of America,0,Yes,1,Sometimes,Sometimes,1,Yes,I am not sure,Yes,No,I don't know,Very easy,No,No,Yes,Yes,No,Maybe,I don't know,No
34,male,United States of America,0,Yes,1,Sometimes,Always,1,I don't know,I am not sure,I don't know,I don't know,I don't know,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,No
36,male,Canada,0,I don't know,0,Not applicable to me,Sometimes,0,Yes,No,No,I don't know,I don't know,Very easy,Maybe,Maybe,Yes,Yes,Maybe,Maybe,Yes,No
31,female,Netherlands,0,Yes,1,Sometimes,Never,0,I don't know,I am not sure,Yes,I don't know,I don't know,Somewhat easy,Maybe,No,Yes,No,Maybe,No,I don't know,No
41,male,Australia,0,Yes,1,Rarely,Sometimes,0,Yes,Yes,I don't know,I don't know,I don't know,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,I don't know,Yes
40,male,Canada,0,Yes,1,Sometimes,Always,1,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No
38,male,United Kingdom,0,No,0,Not applicable to me,Never,0,Not eligible for coverage / N/A,N/A,Yes,Yes,I don't know,Very easy,No,No,Yes,Yes,No,Maybe,Yes,No
33,other,United Kingdom,0,Yes,1,Not applicable to me,Never,1,I don't know,No,Yes,Yes,I don't know,I don't know,Yes,Maybe,No,Maybe,No,No,No,No
34,male,United States of America,0,No,0,Not applicable to me,Sometimes,0,I don't know,No,Yes,Yes,Yes,I don't know,No,Maybe,No,Yes,No,Maybe,Yes,No
33,male,United Kingdom,0,I don't know,1,Never,Sometimes,1,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,No,No,Yes,Maybe,Yes,Maybe,I don't know,No
59,female,United States of America,0,No,0,Not applicable to me,Never,0,Yes,I am not sure,Yes,Yes,No,Very difficult,Yes,No,Maybe,No,No,No,No,No
35,male,Sweden,0,I don't know,0,Not applicable to me,Always,1,Not eligible for coverage / N/A,I am not sure,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
33,other,United Kingdom,0,No,1,Rarely,Never,1,Not eligible for coverage / N/A,N/A,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,Maybe,Yes,No
32,female,United States of America,0,Yes,1,Rarely,Never,0,Yes,Yes,No,No,Yes,Somewhat easy,Yes,Maybe,Maybe,No,No,Maybe,No,No
41,female,France,0,Yes,1,Rarely,Never,1,I don't know,No,No,Yes,I don't know,I don't know,Maybe,No,No,No,Maybe,Maybe,No,No
35,male,United States of America,0,I don't know,1,Rarely,Sometimes,1,Yes,Yes,No,I don't know,Yes,Neither easy nor difficult,No,No,Maybe,Yes,Maybe,Maybe,I don't know,No
29,male,United States of America,0,I don't know,1,Not applicable to me,Sometimes,0,I don't know,No,No,Yes,Yes,Neither easy nor difficult,No,No,Yes,Yes,Maybe,Yes,I don't know,No
32,male,South Africa,0,No,0,Not applicable to me,Never,0,Not eligible for coverage / N/A,N/A,I don't know,I don't know,I don't know,Very difficult,Yes,Maybe,No,No,No,No,No,No
28,male,United States of America,0,Yes,0,Not applicable to me,Sometimes,1,I don't know,No,No,I don't know,I don't know,Very easy,No,No,No,Maybe,No,Yes,I don't know,No
30,male,Italy,0,No,0,Not applicable to me,Never,1,No,N/A,I don't know,No,I don't know,Somewhat easy,No,No,Maybe,Yes,No,Maybe,Yes,No
38,male,United States of America,0,Yes,0,Rarely,Always,1,Yes,No,No,Yes,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,Maybe,Maybe,I don't know,No
38,male,United States of America,0,Yes,1,Sometimes,Sometimes,0,Yes,Yes,I don't know,Yes,I don't know,Somewhat easy,Maybe,No,Maybe,Yes,No,Maybe,Yes,No
42,male,United States of America,0,No,1,Sometimes,Always,0,Yes,I am not sure,No,No,I don't know,Very easy,No,No,Yes,Maybe,No,Maybe,No,No
32,male,United States of America,0,Yes,1,Never,Sometimes,1,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,No,No,Yes,Yes,No,No,Yes,Yes
30,female,United States of America,0,Yes,1,Often,Sometimes,1,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,Maybe,No,Yes,Yes,No,Yes,Yes,No
29,male,United States of America,0,I don't know,0,Sometimes,Never,0,No,I am not sure,No,I don't know,I don't know,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No
34,female,United Kingdom,0,I don't know,1,Never,Sometimes,1,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Maybe,Maybe,No,Yes,I don't know,No
43,male,Australia,0,Yes,1,Never,Sometimes,1,Yes,I am not sure,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Maybe,Yes,No,Maybe,Yes,No
25,female,United States of America,0,Yes,0,Not applicable to me,Sometimes,0,I don't know,No,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,No,Maybe,Maybe,Maybe,No,No
36,other," though)""",Kentucky,0,I don't know,1,500-1000,Sometimes,1,Yes,Yes,No,Yes,I don't know,Very difficult,Yes,Maybe,No,No,No,No,No
29,male,United States of America,0,Yes,0,Not applicable to me,Sometimes,0,No,No,No,No,No,Neither easy nor difficult,Yes,Maybe,No,No,No,No,I don't know,No
31,female,United States of America,0,Yes,1,Sometimes,Sometimes,1,Yes,Yes,I don't know,I don't know,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,No,Maybe,I don't know,No
28,male,United States of America,0,I don't know,1,Sometimes,Sometimes,1,Yes,Yes,No,I don't know,Yes,Neither easy nor difficult,Maybe,Maybe,Maybe,No,No,No,No,No
45,male,Ireland,0,No,0,Sometimes,Always,1,Not eligible for coverage / N/A,No,Yes,No,I don't know,Somewhat easy,Maybe,Maybe,Maybe,Yes,No,No,I don't know,No
39,male,United Kingdom,0,Yes,0,Not applicable to me,Sometimes,0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,No,No,No,Yes,Yes,No
28,male,United States of America,0,Yes,1,Sometimes,Sometimes,1,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,No,No
39,male,United States of America,0,I don't know,0,Not applicable to me,Sometimes,0,Yes,I am not sure,Yes,Yes,I don't know,Somewhat difficult,Maybe,No,No,Maybe,No,Maybe,I don't know,No
36,female,United States of America,0,Yes,1,Rarely,Never,1,Yes,Yes,No,I don't know,Yes,Very difficult,No,No,Yes,Maybe,No,Maybe,No,No
24,male,United States of America,0,No,0,Not applicable to me,Never,1,No,No,No,No,I don't know,Somewhat easy,Maybe,No,No,Maybe,No,No,I don't know,No
38,female,United States of America,0,Yes,1,Rarely,Always,1,Yes,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No
42,male,United Kingdom,0,No,1,Not applicable to me,Sometimes,1,Yes,I am not sure,No,Yes,Yes,Somewhat easy,Yes,Yes,Maybe,Yes,Maybe,Yes,No,Yes
37,female,United States of America,0,Yes,1,Sometimes,Always,1,Yes,Yes,No,Yes,Yes,Very easy,No,No,Maybe,Yes,No,No,I don't know,No
35,male,United States of America,0,No,0,Not applicable to me,Never,0,Yes,No,Yes,I don't know,I don't know,Somewhat easy,No,No,Maybe,Yes,No,No,I don't know,No
31,male,United States of America,0,I don't know,0,Rarely,Never,1,I don't know,I am not sure,No,No,I don't know,Very easy,Maybe,No,No,Maybe,No,No,No,No
44,male,Canada,0,I don't know,0,Not applicable to me,Always,1,Yes,Yes,I don't know,I don't know,I don't know,Neither easy nor difficult,Maybe,No,Yes,Yes,Yes,Yes,I don't know,Yes
46,female,Netherlands,0,Yes,1,Often,Never,1,Yes,I am not sure,No,No,Yes,Somewhat difficult,Yes,Maybe,Yes,Yes,No,Maybe,No,No
41,male,United States of America,0,No,0,Not applicable to me,Never,0,No,I am not sure,No,No,No,Somewhat difficult,Maybe,No,No,No,No,No,No,No
36,male,United States of America,0,Yes,1,Never,Sometimes,1,Yes,Yes,No,Yes,I don't know,Somewhat difficult,Maybe,Maybe,Maybe,Yes,No,Maybe,Yes,No
31,other,United States of America,0,No,0,Not applicable to me,Sometimes,0,Yes,No,Yes,Yes,I don't know,Somewhat difficult,Maybe,Maybe,Yes,Yes,No,No,I don't know,No
41,male,France,0,I don't know,0,Sometimes,Sometimes,1,Yes,I am not sure,Yes,Yes,I don't know,Neither easy nor difficult,No,No,Maybe,Yes,Maybe,Maybe,No,No
29,male,United States of America,0,Yes,1,Often,Always,1,Yes,I am not sure,Yes,Yes,I don't know,Neither easy nor difficult,Maybe,Maybe,No,No,No,Yes,I don't know,No
35,male,United States of America,0,Yes,1,Rarely,Sometimes,1,Yes,Yes,I don't know,Yes,I don't know,Neither easy nor difficult,Maybe,Maybe,Maybe,Maybe,No,No,I don't know,No
34,female,United States of America,0,Yes,1,Sometimes,Always,1,Yes,Yes,No,Yes,Yes,I don't know,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No
32,male,United States of America,0,Yes,0,Not applicable to me,Sometimes,1,Yes,I am not sure,No,I don't know,I don't know,Somewhat difficult,Yes,No,No,No,No,No,I don't know,No
45,male,United States of America,0,I don't know,1,Rarely,Sometimes,0,I don't know,I am not sure,No,I don't know,I don't know,Very difficult,Maybe,Maybe,No,Maybe,No,No,I don't know,No
34,male,United States of America,0,I don't know,1,Rarely,Sometimes,0,Yes,No,No,Yes,Yes,I don't know,Maybe,No,Maybe,Yes,No,No,I don't know,No
37,male,United States of America,0,Yes,0,Not applicable to me,Sometimes,1,I don't know,No,Yes,I don't know,I don't know,Neither easy nor difficult,No,No,Maybe,Yes,No,No,Yes,No
38,male,United States of America,0,No,0,Not applicable to me,Sometimes,0,Yes,I am not sure,No,I don't know,Yes,I don't know,Maybe,No,No,Maybe,Maybe,Maybe,I don't know,No
45,male,United States of America,0,No,0,Not applicable to me,Sometimes,1,No,N/A,No,No,I don't know,Very difficult,Yes,Maybe,No,No,No,No,No,Yes
42,male,United States of America,0,No,1,Never,Sometimes,0,Yes,Yes,I don't know,Yes,Yes,Very easy,No,No,Maybe,Yes,Yes,Yes,Yes,No
42,male,Canada,0,No,0,Not applicable to me,Always,0,I don't know,No,No,No,I don't know,Somewhat difficult,Yes,Maybe,No,No,No,No,No,No
41,female,United States of America,0,No,1,Sometimes,Never,0,Yes,Yes,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,Maybe,Maybe,No,No,Yes,No
55,female,United States of America,0,I don't know,1,Not applicable to me,Never,0,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Maybe,No,No,No,Maybe,Yes,No
21,male,United States of America,0,No,0,Not applicable to me,Never,1,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Maybe,No,Maybe,Maybe,Maybe,Yes,No,No
37,male,Netherlands,0,No,0,Not applicable to me,Never,0,I don't know,I am not sure,Yes,No,I don't know,Very easy,Maybe,Maybe,No,Maybe,Maybe,Maybe,Yes,No
34,female,Netherlands,0,No,0,Not applicable to me,Sometimes,0,I don't know,No,No,I don't know,Yes,Very easy,Maybe,Maybe,Maybe,Yes,Maybe,Maybe,I don't know,No
40,male,United Kingdom,0,I don't know,0,Not applicable to me,Never,0,Yes,Yes,No,Yes,I don't know,I don't know,Maybe,No,No,No,No,Maybe,I don't know,No
36,male,Germany,0,No,0,Not applicable to me,Sometimes,0,Yes,I am not sure,Yes,I don't know,I don't know,Somewhat easy,Maybe,No,No,Maybe,No,Yes,I don't know,No
45,male,United States of America,0,I don't know,0,Not applicable to me,Sometimes,0,Yes,No,No,Yes,I don't know,Neither easy nor difficult,Maybe,Maybe,No,Maybe,No,No,No,No
40,male,United States of America,0,No,1,Rarely,Sometimes,1,Yes,No,No,I don't know,I don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
49,female,United States of America,0,No,1,Sometimes,Sometimes,1,Yes,Yes,No,No,I don't know,Somewhat difficult,Maybe,Maybe,Yes,Yes,Maybe,Maybe,I don't know,No
42,male,United States of America,0,Yes,1,Sometimes,Sometimes,1,Yes,Yes,No,Yes,I don't know,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,No,No
25,male,Russia,0,No,1,Rarely,Sometimes,1,No,No,No,No,No,Somewhat easy,Yes,No,No,No,No,Yes,No,No
27,male,United States of America,0,Yes,1,Not applicable to me,Never,0,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Maybe,Yes,Yes,Yes,Yes,No
49,male,United States of America,0,Yes,1,Never,Sometimes,1,Yes,Yes,Yes,Yes,No,Very difficult,Yes,No,Maybe,No,No,No,No,No
45,male,United Kingdom,0,No,1,Sometimes,Sometimes,1,Not eligible for coverage / N/A,N/A,Yes,Yes,Yes,Very easy,Yes,No,Maybe,Maybe,No,Maybe,Yes,No
36,male,United States of America,0,No,0,Not applicable to me,Never,0,No,I am not sure,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,No,No,No,No,No,No
33,female,United States of America,0,Yes,1,Rarely,Sometimes,1,Yes,Yes,Yes,Yes,Yes,Very difficult,Maybe,Maybe,No,Maybe,No,Maybe,No,No
37,male,Canada,0,No,1,Sometimes,Sometimes,0,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Maybe,Maybe,Maybe,Maybe,No,Maybe,Yes,Yes
40,female,United States of America,0,Yes,1,Never,Sometimes,1,Yes,Yes,No,Yes,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Yes,No,No,I don't know,No
42,male,United States of America,0,No,1,Sometimes,Sometimes,1,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
31,male,United States of America,0,No,1,Never,Always,1,Yes,I am not sure,I don't know,I don't know,I don't know,Neither easy nor difficult,No,No,Yes,No,Maybe,Maybe,I don't know,No
27,male,United States of America,0,Yes,1,Not applicable to me,Always,1,Yes,I am not sure,I don't know,Yes,I don't know,Somewhat easy,No,No,No,Maybe,No,Maybe,I don't know,No
47,female,Australia,0,Yes,1,Rarely,Sometimes,1,Yes,I am not sure,No,No,Yes,Very easy,No,No,Maybe,Maybe,Maybe,Maybe,Yes,No
22,male,United Kingdom,0,No,0,Not applicable to me,Sometimes,0,I don't know,N/A,No,No,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,No,No,I don't know,No
24,other,United Kingdom,0,Yes,1,Sometimes,Sometimes,0,Not eligible for coverage / N/A,N/A,No,No,I don't know,Somewhat easy,Maybe,No,Yes,Yes,Maybe,Maybe,No,No
40,male,United States of America,0,Yes,0,Rarely,Always,1,Yes,I am not sure,No,No,I don't know,Somewhat easy,No,No,Maybe,Yes,Yes,Yes,No,No
45,female,United States of America,0,I don't know,1,Never,Always,0,I don't know,No,No,No,I don't know,Somewhat difficult,Maybe,No,No,Yes,No,Maybe,No,No
23,male,Italy,0,I don't know,0,Not applicable to me,Never,1,No,No,No,No,No,Somewhat easy,Maybe,No,No,No,Maybe,Maybe,I don't know,No
28,male,United States of America,0,Yes,1,Rarely,Sometimes,0,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,Somewhat difficult,No,No,Yes,Yes,No,No,I don't know,No
21,female,Australia,0,Yes,1,Not applicable to me,Never,0,Yes,I am not sure,Yes,Yes,Yes,I don't know,Maybe,Maybe,Maybe,Maybe,No,Maybe,I don't know,No
33,male,United States of America,0,Yes,1,Sometimes,Sometimes,0,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,No,No,Maybe,Yes,No,Maybe,Yes,No
24,female,United States of America,0,Yes,1,Rarely,Sometimes,1,I don't know,I am not sure,No,I don't know,I don't know,Somewhat difficult,Yes,Yes,Maybe,No,No,No,No,No
26,female,United States of America,0,No,0,Not applicable to me,Never,1,Yes,I am not sure,I don't know,Yes,Yes,Somewhat easy,Maybe,No,No,No,No,Yes,I don't know,No
37,male,United States of America,0,Yes,1,Rarely,Never,1,Yes,I am not sure,Yes,I don't know,I don't know,I don't know,Maybe,No,Maybe,Yes,No,Maybe,I don't know,No
40,male,United States of America,0,Yes,0,Not applicable to me,Sometimes,0,Yes,No,I don't know,Yes,I don't know,Somewhat difficult,Maybe,Maybe,No,No,No,No,No,No
30,male,United States of America,0,I don't know,0,Not applicable to me,Sometimes,1,Yes,Yes,Yes,Yes,Yes,I don't know,Maybe,No,No,No,No,Yes,I don't know,No
35,male,United States of America,0,I don't know,1,Often,Never,0,I don't know,I am not sure,No,No,No,Neither easy nor difficult,Yes,No,No,Maybe,No,No,I don't know,No
26,male,United States of America,0,No,1,Sometimes,Sometimes,0,Yes,Yes,No,Yes,Yes,Neither easy nor difficult,Maybe,No,Maybe,Yes,No,Maybe,No,No
37,female,United States of America,0,No,1,Rarely,Sometimes,1,Yes,No,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,Maybe,Maybe,No,Yes,No,No
